stock_name,preferred_theme,example_count,preferred_count,confidence,last_seen,theme_counts
시그네틱스,삼성 / 반디플,4,4,1.000,2025-11-25,삼성 / 반디플:4
신라젠,BIO / 의료AI,4,4,1.000,2026-03-25,BIO / 의료AI:4
신원,개별주,4,4,1.000,2025-08-22,개별주:4
신테카바이오,BIO / 의료AI,4,4,1.000,2025-12-19,BIO / 의료AI:4
실리콘투,개별주,7,4,0.571,2026-04-13,개별주:4; 실적 / 공시:2; 화장품:1
쎄노텍,개별주,4,4,1.000,2026-02-02,개별주:4
쓰리에이로직스,삼성 / 반디플,5,4,0.800,2026-04-27,삼성 / 반디플:4; 개별주:1
씨아이에스,이차전지,6,4,0.667,2026-04-21,이차전지:4; 개별주:1; 로봇:1
아로마티카,개별주,4,4,1.000,2026-02-12,개별주:4
아이비젼웍스,삼성 / 반디플,8,4,0.500,2025-12-03,삼성 / 반디플:4; 로봇:2; 개별주:2
아이쓰리시스템,방산,5,4,0.800,2026-04-22,방산:4; 개별주:1
알멕,개별주,9,4,0.444,2026-05-22,개별주:4; 우주 / 항공:2; 방산:2; 중동전쟁 / 원자재:1
애드포러스,개별주,4,4,1.000,2026-01-09,개별주:4
에르코스,개별주,4,4,1.000,2025-12-30,개별주:4
에브리봇,로봇,5,4,0.800,2026-01-21,로봇:4; 개별주:1
에스앤디,개별주,4,4,1.000,2025-12-18,개별주:4
에스티팜,BIO / 의료AI,4,4,1.000,2026-04-27,BIO / 의료AI:4
에이럭스,개별주,5,4,0.800,2026-04-20,개별주:4; 중동전쟁:1
에이프로젠,BIO / 의료AI,4,4,1.000,2026-05-13,BIO / 의료AI:4
에코프로머티,이차전지,5,4,0.800,2026-02-12,이차전지:4; 개별주:1
엑셀세라퓨틱스,BIO / 의료AI,4,4,1.000,2026-05-21,BIO / 의료AI:4
엔씨소프트,개별주,5,4,0.800,2026-01-13,개별주:4; 실적 / 공시:1
엔젤로보틱스,로봇,4,4,1.000,2026-06-01,로봇:4
엘앤케이바이오,BIO / 의료AI,4,4,1.000,2025-12-03,BIO / 의료AI:4
엠오티,이차전지,6,4,0.667,2026-01-22,이차전지:4; 개별주:1; 전력 / 에너지:1
예스티,삼성 / 반디플,4,4,1.000,2026-06-11,삼성 / 반디플:4
오브젠,로봇,4,4,1.000,2026-06-10,로봇:4
오픈엣지테크놀로지,삼성 / 반디플,4,4,1.000,2026-04-22,삼성 / 반디플:4
옵티시스,IT / 통신,4,4,1.000,2026-05-22,IT / 통신:4
와이씨켐,삼성 / 반디플,4,4,1.000,2026-05-15,삼성 / 반디플:4
우양,개별주,5,4,0.800,2025-08-22,개별주:4; IP / 엔터:1
원익QnC,삼성 / 반디플,4,4,1.000,2026-06-12,삼성 / 반디플:4
위더스제약,BIO / 의료AI,4,4,1.000,2026-06-15,BIO / 의료AI:4
유디엠텍,개별주,6,4,0.667,2026-05-12,개별주:4; 로봇:2
유일에너테크,이차전지,6,4,0.667,2026-01-23,이차전지:4; 개별주:2
유진투자증권,개별주,4,4,1.000,2026-02-19,개별주:4
이랜텍,이차전지,4,4,1.000,2026-04-21,이차전지:4
이미지스,로봇,4,4,1.000,2026-02-03,로봇:4
인탑스,로봇,4,4,1.000,2026-05-12,로봇:4
일성건설,개별주,6,4,0.667,2025-12-30,개별주:4; 정부 정책:1; 건설 / 인프라:1
자화전자,로봇,6,4,0.667,2026-05-15,로봇:4; 개별주:2
제룡전기,전력 / 에너지,4,4,1.000,2026-05-04,전력 / 에너지:4
제이에스링크,개별주,6,4,0.667,2026-02-20,개별주:4; 방산:1; 실적 / 공시:1
제일일렉트릭,전력 / 에너지,4,4,1.000,2026-05-04,전력 / 에너지:4
지투파워,전력 / 에너지,4,4,1.000,2026-04-03,전력 / 에너지:4
케이사인,개별주,7,4,0.571,2026-04-16,개별주:4; IT / 통신:1; 삼성 / 반디플:1; 코인 / 가상자산:1
케이쓰리아이,로봇,5,4,0.800,2025-12-03,로봇:4; 개별주:1
케이엔제이,삼성 / 반디플,5,4,0.800,2026-02-09,삼성 / 반디플:4; 개별주:1
코나아이,개별주,5,4,0.800,2026-05-15,개별주:4; 코인 / 가상자산:1
코아스템켐온,BIO / 의료AI,4,4,1.000,2026-05-27,BIO / 의료AI:4
코오롱생명과학,BIO / 의료AI,4,4,1.000,2025-11-28,BIO / 의료AI:4
쿠콘,코인 / 가상자산,7,4,0.571,2026-02-26,코인 / 가상자산:4; 개별주:3
큐알티,삼성 / 반디플,4,4,1.000,2026-04-08,삼성 / 반디플:4
큐에스아이,IT / 통신,6,4,0.667,2026-04-15,IT / 통신:4; 로봇:1; 개별주:1
클래시스,개별주,4,4,1.000,2026-02-25,개별주:4
타이거일렉,삼성 / 반디플,4,4,1.000,2026-06-11,삼성 / 반디플:4
탑코미디어,개별주,5,4,0.800,2025-09-18,개별주:4; IP / 엔터:1
티앤알바이오팹,BIO / 의료AI,6,4,0.667,2026-01-05,BIO / 의료AI:4; 개별주:2
파라다이스,개별주,4,4,1.000,2025-11-20,개별주:4
파마리서치,개별주,8,4,0.500,2026-05-14,개별주:4; BIO / 의료AI:2; 화장품:1; 화장품 / 중국:1
포바이포,삼성 / 반디플,6,4,0.667,2026-05-29,삼성 / 반디플:4; 개별주:2
포스코DX,로봇,5,4,0.800,2026-06-01,로봇:4; 이차전지:1
풍산,개별주,7,4,0.571,2026-04-06,개별주:4; 방산:2; 조선:1
피엔티,이차전지,5,4,0.800,2026-04-21,이차전지:4; 개별주:1
피엠티,삼성 / 반디플,4,4,1.000,2026-05-22,삼성 / 반디플:4
하이브,개별주,6,4,0.667,2026-03-23,개별주:4; 코인 / 가상자산:1; 실적 / 공시:1
한국항공우주,개별주,11,4,0.364,2026-06-10,개별주:4; 방산:4; 중동전쟁 / 원자재:1; 우주 / 항공:1; 조선:1
한농화성,이차전지,4,4,1.000,2026-04-21,이차전지:4
한라IMS,조선,5,4,0.800,2025-11-14,조선:4; 개별주:1
한빛레이저,삼성 / 반디플,4,4,1.000,2026-05-06,삼성 / 반디플:4
한솔케미칼,삼성 / 반디플,4,4,1.000,2026-06-11,삼성 / 반디플:4
한신기계,전력 / 에너지,4,4,1.000,2026-02-20,전력 / 에너지:4
한싹,개별주,7,4,0.571,2026-04-20,개별주:4; IT / 통신:3
한주라이트메탈,로봇,4,4,1.000,2026-05-27,로봇:4
한컴위드,개별주,9,4,0.444,2026-05-06,개별주:4; IT / 통신:3; 우주 / 항공:1; 코인 / 가상자산:1
한화투자증권,개별주,7,4,0.571,2026-05-06,개별주:4; 코인 / 가상자산:2; 실적 / 공시:1
효성,전력 / 에너지,7,4,0.571,2026-05-06,전력 / 에너지:4; 개별주:3
효성티앤씨,개별주,5,4,0.800,2026-04-09,개별주:4; 전력 / 에너지:1
휴젤,BIO / 의료AI,7,4,0.571,2026-05-08,BIO / 의료AI:4; 실적 / 공시:1; 개별주:1; 화장품 / 중국:1
CS,IT / 통신,3,3,1.000,2026-04-07,IT / 통신:3
DXVX,BIO / 의료AI,4,3,0.750,2026-01-29,BIO / 의료AI:3; 개별주:1
DYP,로봇,3,3,1.000,2026-01-16,로봇:3
GS글로벌,전력 / 에너지,3,3,1.000,2026-04-22,전력 / 에너지:3
HD현대인프라코어,개별주,6,3,0.500,2025-10-23,개별주:3; 전력 / 에너지:2; 실적 / 공시:1
HLB제약,BIO / 의료AI,3,3,1.000,2025-11-04,BIO / 의료AI:3
KD,개별주,4,3,0.750,2025-12-03,개별주:3; 건설 / 인프라:1
KS인더스트리,조선,4,3,0.750,2025-10-21,조선:3; 실적 / 공시:1
NHN,개별주,7,3,0.429,2026-06-01,개별주:3; 로봇:2; IT / 통신:1; 정부 정책:1
OCI,전력 / 에너지,6,3,0.500,2026-04-23,전력 / 에너지:3; 개별주:2; 삼성 / 반디플:1
POSCO홀딩스,이차전지,5,3,0.600,2026-05-07,이차전지:3; 개별주:1; 로봇:1
SG세계물산,개별주,4,3,0.750,2026-02-20,개별주:3; 정부 정책:1
SV인베스트먼트,삼성 / 반디플,4,3,0.750,2026-03-27,삼성 / 반디플:3; 개별주:1
YG PLUS,개별주,3,3,1.000,2025-08-08,개별주:3
가온그룹,IT / 통신,4,3,0.750,2026-05-19,IT / 통신:3; 로봇:1
경인양행,삼성 / 반디플,4,3,0.750,2026-01-07,삼성 / 반디플:3; 개별주:1
고바이오랩,BIO / 의료AI,3,3,1.000,2025-09-04,BIO / 의료AI:3
금강공업,개별주,5,3,0.600,2025-11-24,개별주:3; 조선:1; 건설 / 인프라:1
나무가,로봇,3,3,1.000,2026-05-14,로봇:3
나우IB,삼성 / 반디플,5,3,0.600,2026-04-28,삼성 / 반디플:3; IT / 통신:1; 정치:1
나인테크,개별주,6,3,0.500,2026-05-06,개별주:3; 삼성 / 반디플:1; 로봇:1; 이차전지:1
남선알미늄,개별주,9,3,0.333,2026-04-13,개별주:3; 전력 / 에너지:2; 중동전쟁:2; 중동전쟁 / 원자재:1; 방산:1
네오이뮨텍,BIO / 의료AI,3,3,1.000,2026-05-13,BIO / 의료AI:3
네오크레마,BIO / 의료AI,3,3,1.000,2025-08-29,BIO / 의료AI:3
넥스틴,삼성 / 반디플,3,3,1.000,2026-02-26,삼성 / 반디플:3
넷마블,개별주,3,3,1.000,2026-03-06,개별주:3
노랑풍선,개별주,5,3,0.600,2026-02-05,개별주:3; 화장품:1; 화장품 / 중국:1
녹십자,BIO / 의료AI,3,3,1.000,2026-05-27,BIO / 의료AI:3
녹십자엠에스,BIO / 의료AI,3,3,1.000,2026-05-20,BIO / 의료AI:3
뉴파워프라즈마,삼성 / 반디플,3,3,1.000,2026-06-12,삼성 / 반디플:3
대아티아이,개별주,4,3,0.750,2026-02-06,개별주:3; 대북:1
대양전기공업,조선,3,3,1.000,2026-01-09,조선:3
대웅제약,BIO / 의료AI,3,3,1.000,2026-02-23,BIO / 의료AI:3
대창솔루션,전력 / 에너지,4,3,0.750,2026-03-23,전력 / 에너지:3; 조선:1
대한항공,개별주,4,3,0.750,2026-06-15,개별주:3; 우주 / 항공:1
대화제약,BIO / 의료AI,3,3,1.000,2026-02-27,BIO / 의료AI:3
더즌,코인 / 가상자산,4,3,0.750,2026-01-23,코인 / 가상자산:3; 개별주:1
데브시스터즈,개별주,4,3,0.750,2026-02-23,개별주:3; 실적 / 공시:1
동신건설,개별주,5,3,0.600,2026-04-08,개별주:3; 전력 / 에너지:1; 건설 / 인프라:1
동아엘텍,전력 / 에너지,8,3,0.375,2026-04-27,전력 / 에너지:3; 삼성 / 반디플:2; 실적 / 공시:2; 개별주:1
라닉스,IT / 통신,9,3,0.333,2026-04-20,IT / 통신:3; 개별주:3; 로봇:2; 자율주행:1
라온텍,삼성 / 반디플,5,3,0.600,2026-05-14,삼성 / 반디플:3; 개별주:2
랩지노믹스,BIO / 의료AI,4,3,0.750,2026-06-09,BIO / 의료AI:3; 개별주:1
마녀공장,개별주,3,3,1.000,2026-05-19,개별주:3
마키나락스,로봇,3,3,1.000,2026-06-15,로봇:3
명신산업,로봇,4,3,0.750,2026-04-27,로봇:3; 이차전지:1
모니터랩,IT / 통신,5,3,0.600,2026-04-15,IT / 통신:3; 개별주:2
바이오솔루션,BIO / 의료AI,3,3,1.000,2026-04-30,BIO / 의료AI:3
뷰노,BIO / 의료AI,4,3,0.750,2025-11-28,BIO / 의료AI:3; 정부 정책:1
뷰티스킨,개별주,4,3,0.750,2026-05-19,개별주:3; 화장품 / 중국:1
브이원텍,삼성 / 반디플,5,3,0.600,2026-05-13,삼성 / 반디플:3; 로봇:2
브이티,개별주,3,3,1.000,2026-04-24,개별주:3
삼륭물산,개별주,5,3,0.600,2026-03-26,개별주:3; 전력 / 에너지:2
삼성바이오로직스,BIO / 의료AI,3,3,1.000,2026-01-08,BIO / 의료AI:3
삼성증권,개별주,4,3,0.750,2026-05-06,개별주:3; 정부 정책:1
삼영,개별주,9,3,0.333,2026-05-26,개별주:3; 로봇:2; 이차전지:1; 전력 / 에너지:1; 실적 / 공시:1; 조선:1
삼일씨엔에스,개별주,3,3,1.000,2026-03-25,개별주:3
삼화전자,삼성 / 반디플,5,3,0.600,2026-05-28,삼성 / 반디플:3; 개별주:1; 미-중 갈등 / 원자재:1
새로닉스,이차전지,3,3,1.000,2026-04-02,이차전지:3
샌즈랩,개별주,4,3,0.750,2026-04-15,개별주:3; IT / 통신:1
서남,전력 / 에너지,6,3,0.500,2026-04-15,전력 / 에너지:3; 개별주:3
세아제강지주,전력 / 에너지,3,3,1.000,2026-04-28,전력 / 에너지:3
셀바스헬스케어,BIO / 의료AI,3,3,1.000,2026-01-09,BIO / 의료AI:3
솔루스첨단소재,이차전지,6,3,0.500,2026-06-10,이차전지:3; 개별주:2; 삼성 / 반디플:1
스튜디오미르,개별주,5,3,0.600,2025-08-29,개별주:3; IP / 엔터:2
시선AI,로봇,3,3,1.000,2026-04-30,로봇:3
신풍제약,BIO / 의료AI,3,3,1.000,2026-04-17,BIO / 의료AI:3
싸이닉솔루션,삼성 / 반디플,4,3,0.750,2026-01-09,삼성 / 반디플:3; 개별주:1
씨메스로보틱스,로봇,3,3,1.000,2026-06-02,로봇:3
씨에스베어링,전력 / 에너지,3,3,1.000,2026-04-03,전력 / 에너지:3
씨젠,BIO / 의료AI,3,3,1.000,2026-05-14,BIO / 의료AI:3
아미노로직스,BIO / 의료AI,3,3,1.000,2026-01-05,BIO / 의료AI:3
아바텍,삼성 / 반디플,4,3,0.750,2026-06-05,삼성 / 반디플:3; 개별주:1
아이언디바이스,로봇,5,3,0.600,2026-01-29,로봇:3; 개별주:2
아이진,BIO / 의료AI,3,3,1.000,2026-05-20,BIO / 의료AI:3
아톤,IT / 통신,4,3,0.750,2026-05-06,IT / 통신:3; 코인 / 가상자산:1
애머릿지,BIO / 의료AI,3,3,1.000,2025-12-18,BIO / 의료AI:3
앱코,개별주,3,3,1.000,2025-12-01,개별주:3
에스에이엠티,삼성 / 반디플,4,3,0.750,2026-05-26,삼성 / 반디플:3; 실적 / 공시:1
에스엠벡셀,개별주,6,3,0.500,2025-12-24,개별주:3; 이차전지:3
에스티큐브,BIO / 의료AI,3,3,1.000,2026-03-13,BIO / 의료AI:3
에이블씨엔씨,개별주,5,3,0.600,2025-12-16,개별주:3; 실적 / 공시:1; 화장품 / 중국:1
에이엘티,삼성 / 반디플,3,3,1.000,2026-04-27,삼성 / 반디플:3
에코프로에이치엔,이차전지,3,3,1.000,2026-01-29,이차전지:3
엑스큐어,IT / 통신,3,3,1.000,2026-06-11,IT / 통신:3
엔알비,개별주,4,3,0.750,2026-02-03,개별주:3; 건설 / 인프라:1
엔에프씨,개별주,5,3,0.600,2026-02-09,개별주:3; 실적 / 공시:1; BIO / 의료AI:1
엔젯,삼성 / 반디플,4,3,0.750,2026-01-07,삼성 / 반디플:3; 개별주:1
엔투텍,개별주,3,3,1.000,2026-02-12,개별주:3
오로스테크놀로지,삼성 / 반디플,3,3,1.000,2026-05-04,삼성 / 반디플:3
와이엠티,삼성 / 반디플,3,3,1.000,2026-05-06,삼성 / 반디플:3
와이투솔루션,개별주,7,3,0.429,2026-04-20,개별주:3; BIO / 의료AI:3; 로봇:1
우리바이오,BIO / 의료AI,3,3,1.000,2025-12-17,BIO / 의료AI:3
우양에이치씨,전력 / 에너지,3,3,1.000,2026-03-23,전력 / 에너지:3
우진엔텍,전력 / 에너지,3,3,1.000,2026-01-20,전력 / 에너지:3
원일티엔아이,조선,5,3,0.600,2025-11-14,조선:3; 개별주:2
원텍,BIO / 의료AI,3,3,1.000,2026-05-21,BIO / 의료AI:3
윈팩,삼성 / 반디플,3,3,1.000,2026-06-15,삼성 / 반디플:3
유니트론텍,로봇,3,3,1.000,2026-05-21,로봇:3
유안타증권,개별주,3,3,1.000,2026-05-06,개별주:3
율촌화학,이차전지,3,3,1.000,2025-10-17,이차전지:3
이노와이어리스,방산,5,3,0.600,2026-04-13,방산:3; IT / 통신:1; 로봇:1
이녹스첨단소재,삼성 / 반디플,8,3,0.375,2026-05-07,삼성 / 반디플:3; 우주 / 항공:3; 방산:2
이마트,개별주,5,3,0.600,2026-05-14,개별주:3; 실적 / 공시:2
이엔에프테크놀로지,삼성 / 반디플,3,3,1.000,2025-09-10,삼성 / 반디플:3
이지스,로봇,3,3,1.000,2026-02-12,로봇:3
인디에프,개별주,4,3,0.750,2026-02-06,개별주:3; 대북:1
인성정보,BIO / 의료AI,3,3,1.000,2025-11-11,BIO / 의료AI:3
인트론바이오,BIO / 의료AI,4,3,0.750,2026-03-04,BIO / 의료AI:3; 개별주:1
일신석재,개별주,4,3,0.750,2026-02-06,개별주:3; 대북:1
제닉,개별주,3,3,1.000,2026-04-09,개별주:3
제룡산업,전력 / 에너지,3,3,1.000,2026-04-29,전력 / 에너지:3
제이씨케미칼,전력 / 에너지,5,3,0.600,2026-04-22,전력 / 에너지:3; 방산:1; 개별주:1
제이피아이헬스케어,BIO / 의료AI,3,3,1.000,2025-12-16,BIO / 의료AI:3
제일약품,BIO / 의료AI,3,3,1.000,2026-02-24,BIO / 의료AI:3
제주은행,개별주,5,3,0.600,2026-06-10,개별주:3; 코인 / 가상자산:2
조이시티,개별주,3,3,1.000,2026-01-30,개별주:3
지니언스,개별주,5,3,0.600,2026-04-15,개별주:3; IT / 통신:2
지아이에스,삼성 / 반디플,5,3,0.600,2026-05-26,삼성 / 반디플:3; 로봇:1; MLCC:1
진성티이씨,개별주,4,3,0.750,2026-05-07,개별주:3; 전력 / 에너지:1
천보,이차전지,5,3,0.600,2026-04-13,이차전지:3; 개별주:1; 로봇:1
카나프테라퓨틱스,BIO / 의료AI,3,3,1.000,2026-04-13,BIO / 의료AI:3
카카오페이,개별주,7,3,0.429,2026-05-06,개별주:3; 코인 / 가상자산:3; 실적 / 공시:1
캡스톤파트너스,개별주,5,3,0.600,2026-04-10,개별주:3; 삼성 / 반디플:2
켐트로스,삼성 / 반디플,4,3,0.750,2026-05-14,삼성 / 반디플:3; 실적 / 공시:1
코세스,전력 / 에너지,7,3,0.429,2026-04-24,전력 / 에너지:3; 개별주:2; 삼성 / 반디플:2
코오롱인더,삼성 / 반디플,5,3,0.600,2026-04-28,삼성 / 반디플:3; 로봇:1; 개별주:1
코츠테크놀로지,방산,3,3,1.000,2026-04-13,방산:3
퀀타매트릭스,BIO / 의료AI,3,3,1.000,2025-10-22,BIO / 의료AI:3
테라뷰,삼성 / 반디플,6,3,0.500,2026-03-12,삼성 / 반디플:3; IT / 통신:1; BIO / 의료AI:1; 개별주:1
파루,전력 / 에너지,3,3,1.000,2026-03-06,전력 / 에너지:3
파크시스템스,삼성 / 반디플,3,3,1.000,2026-01-28,삼성 / 반디플:3
팸텍,삼성 / 반디플,4,3,0.750,2026-06-08,삼성 / 반디플:3; 로봇:1
포스코인터내셔널,개별주,8,3,0.375,2026-04-02,개별주:3; 전력 / 에너지:2; 방산:1; 로봇:1; 美 - 관세:1
포톤,개별주,8,3,0.375,2026-05-27,개별주:3; IT / 통신:3; 로봇:2
폴라리스AI,로봇,5,3,0.600,2026-05-14,로봇:3; 개별주:1; BIO / 의료AI:1
프로이천,삼성 / 반디플,6,3,0.500,2026-05-13,삼성 / 반디플:3; IT / 통신:2; 개별주:1
프롬바이오,BIO / 의료AI,3,3,1.000,2026-03-13,BIO / 의료AI:3
피아이이,삼성 / 반디플,4,3,0.750,2026-04-16,삼성 / 반디플:3; 이차전지:1
필에너지,이차전지,3,3,1.000,2026-04-21,이차전지:3
하이스틸,전력 / 에너지,6,3,0.500,2026-04-28,전력 / 에너지:3; 중동전쟁 / 원자재:1; 개별주:1; 美 - 관세:1
한국비엔씨,BIO / 의료AI,3,3,1.000,2026-01-05,BIO / 의료AI:3
한국선재,조선,3,3,1.000,2025-09-09,조선:3
한국화장품,개별주,5,3,0.600,2025-11-21,개별주:3; 화장품:1; 화장품 / 중국:1
한성기업,개별주,4,3,0.750,2025-11-20,개별주:3; IP / 엔터:1
한신공영,개별주,4,3,0.750,2026-03-20,개별주:3; 정부 정책:1
한울반도체,삼성 / 반디플,3,3,1.000,2026-05-26,삼성 / 반디플:3
한전KPS,전력 / 에너지,3,3,1.000,2026-03-20,전력 / 에너지:3
현대백화점,개별주,3,3,1.000,2026-06-09,개별주:3
현대비앤지스틸,로봇,6,3,0.500,2026-02-27,로봇:3; 개별주:1; 방산:1; 미-중 갈등 / 원자재:1
현대에버다임,개별주,3,3,1.000,2026-05-07,개별주:3
화인베스틸,조선,4,3,0.750,2025-09-09,조선:3; 개별주:1
휴림에이텍,로봇,4,3,0.750,2026-03-17,로봇:3; 이차전지:1
흥아해운,중동전쟁,12,3,0.250,2026-04-20,중동전쟁:3; 전력 / 에너지:3; 개별주:2; 방산:2; 조선:1; 미중갈등 / 원자재:1
AP시스템,삼성 / 반디플,2,2,1.000,2026-05-08,삼성 / 반디플:2
CJ ENM,IP / 엔터,3,2,0.667,2025-08-20,IP / 엔터:2; 실적 / 공시:1
CJ대한통운,개별주,4,2,0.500,2026-02-11,개별주:2; 실적 / 공시:2
DB손해보험,개별주,2,2,1.000,2025-11-06,개별주:2
DH오토웨어,로봇,2,2,1.000,2026-01-13,로봇:2
DS단석,전력 / 에너지,3,2,0.667,2026-04-22,전력 / 에너지:2; 방산:1
HEM파마,BIO / 의료AI,2,2,1.000,2026-01-27,BIO / 의료AI:2
HL홀딩스,로봇,2,2,1.000,2025-12-04,로봇:2
JYP Ent,개별주,2,2,1.000,2026-01-02,개별주:2
KB금융,개별주,2,2,1.000,2026-06-05,개별주:2
KCC,개별주,3,2,0.667,2026-02-11,개별주:2; 실적 / 공시:1
KCTC,개별주,2,2,1.000,2026-02-04,개별주:2
KEC,삼성 / 반디플,3,2,0.667,2026-04-24,삼성 / 반디플:2; 이차전지:1
KG케미칼,개별주,3,2,0.667,2026-04-30,개별주:2; 실적 / 공시:1
LB세미콘,삼성 / 반디플,3,2,0.667,2026-04-27,삼성 / 반디플:2; 개별주:1
LG헬로비전,로봇,2,2,1.000,2026-06-02,로봇:2
LIG디펜스앤에어로스페이스,개별주,4,2,0.500,2026-06-15,개별주:2; 로봇:1; 방산:1
LX세미콘,삼성 / 반디플,2,2,1.000,2026-04-24,삼성 / 반디플:2
LX인터내셔널,전력 / 에너지,2,2,1.000,2026-04-02,전력 / 에너지:2
M83,로봇,5,2,0.400,2026-06-04,로봇:2; 개별주:2; AI:1
MDS테크,삼성 / 반디플,3,2,0.667,2026-05-14,삼성 / 반디플:2; IT / 통신:1
NH투자증권,개별주,3,2,0.667,2026-02-19,개별주:2; 정부 정책:1
PKC,삼성 / 반디플,2,2,1.000,2026-05-28,삼성 / 반디플:2
S-Oil,중동전쟁 / 원자재,5,2,0.400,2026-04-29,중동전쟁 / 원자재:2; 방산:2; 전력 / 에너지:1
SGA,개별주,2,2,1.000,2025-09-10,개별주:2
SK네트웍스,개별주,4,2,0.500,2026-06-08,개별주:2; 로봇:1; 실적 / 공시:1
SK텔레콤,로봇,6,2,0.333,2026-06-02,로봇:2; IT / 통신:2; 개별주:2
STX그린로지스,중동전쟁,5,2,0.400,2026-03-31,중동전쟁:2; 방산:2; 미중갈등 / 원자재:1
TCC스틸,이차전지,3,2,0.667,2026-04-28,이차전지:2; 전력 / 에너지:1
TP,개별주,2,2,1.000,2025-10-01,개별주:2
TPC,로봇,3,2,0.667,2026-02-05,로봇:2; 정부 정책:1
YTN,개별주,2,2,1.000,2025-11-28,개별주:2
강스템바이오텍,BIO / 의료AI,2,2,1.000,2026-04-13,BIO / 의료AI:2
경방,개별주,2,2,1.000,2025-12-12,개별주:2
고스트스튜디오,개별주,3,2,0.667,2025-11-20,개별주:2; 코인 / 가상자산:1
국일제지,개별주,2,2,1.000,2026-04-21,개별주:2
그리드위즈,전력 / 에너지,2,2,1.000,2026-03-19,전력 / 에너지:2
금강철강,전력 / 에너지,5,2,0.400,2026-04-28,전력 / 에너지:2; 중동전쟁:1; 중동전쟁 / 원자재:1; 조선:1
나노,전력 / 에너지,3,2,0.667,2026-04-24,전력 / 에너지:2; 조선:1
나노신소재,이차전지,2,2,1.000,2026-01-26,이차전지:2
네오펙트,로봇,3,2,0.667,2026-03-24,로봇:2; BIO / 의료AI:1
노바텍,개별주,3,2,0.667,2026-01-19,개별주:2; 미-중 갈등 / 원자재:1
녹십자웰빙,BIO / 의료AI,2,2,1.000,2026-03-25,BIO / 의료AI:2
녹십자홀딩스,BIO / 의료AI,2,2,1.000,2026-05-13,BIO / 의료AI:2
농심,개별주,4,2,0.500,2025-11-17,개별주:2; 실적 / 공시:1; IP / 엔터:1
누보,개별주,3,2,0.667,2026-03-09,개별주:2; 전력 / 에너지:1
뉴엔AI,개별주,4,2,0.500,2026-04-10,개별주:2; 전력 / 에너지:1; 로봇:1
다스코,전력 / 에너지,3,2,0.667,2026-06-10,전력 / 에너지:2; 개별주:1
대동금속,개별주,4,2,0.500,2026-03-30,개별주:2; 로봇:2
대모,개별주,3,2,0.667,2026-04-08,개별주:2; 전력 / 에너지:1
대성에너지,전력 / 에너지,4,2,0.500,2026-03-19,전력 / 에너지:2; 중동전쟁:1; 방산:1
대신증권,개별주,4,2,0.500,2026-02-13,개별주:2; 실적 / 공시:1; 정부 정책:1
대원제약,BIO / 의료AI,2,2,1.000,2026-06-08,BIO / 의료AI:2
대호특수강,전력 / 에너지,2,2,1.000,2026-04-28,전력 / 에너지:2
덕산테코피아,삼성 / 반디플,5,2,0.400,2026-05-07,삼성 / 반디플:2; 이차전지:2; BIO / 의료AI:1
덕양에너젠,개별주,2,2,1.000,2026-02-02,개별주:2
도우인시스,로봇,7,2,0.286,2026-03-13,로봇:2; 삼성 / 반디플:2; 개별주:2; IT / 통신:1
동성화인텍,조선,5,2,0.400,2026-04-03,조선:2; 전력 / 에너지:2; 개별주:1
동화기업,이차전지,2,2,1.000,2026-01-22,이차전지:2
두산밥캣,개별주,2,2,1.000,2026-01-12,개별주:2
라온테크,로봇,2,2,1.000,2025-12-29,로봇:2
라파스,BIO / 의료AI,2,2,1.000,2025-12-17,BIO / 의료AI:2
레이저옵텍,BIO / 의료AI,2,2,1.000,2026-03-18,BIO / 의료AI:2
롯데손해보험,개별주,2,2,1.000,2026-02-20,개별주:2
롯데정밀화학,전력 / 에너지,3,2,0.667,2026-04-29,전력 / 에너지:2; 삼성 / 반디플:1
롯데칠성,개별주,2,2,1.000,2025-12-24,개별주:2
롯데케미칼,개별주,4,2,0.500,2026-04-29,개별주:2; 전력 / 에너지:1; 이차전지:1
리메드,BIO / 의료AI,2,2,1.000,2026-02-25,BIO / 의료AI:2
메쎄이상,실적 / 공시,2,2,1.000,2025-11-10,실적 / 공시:2
메이슨캐피탈,BIO / 의료AI,2,2,1.000,2026-05-26,BIO / 의료AI:2
메카로,삼성 / 반디플,3,2,0.667,2026-03-18,삼성 / 반디플:2; 전력 / 에너지:1
메타랩스,BIO / 의료AI,3,2,0.667,2026-01-15,BIO / 의료AI:2; 개별주:1
멕아이씨에스,BIO / 의료AI,2,2,1.000,2026-03-31,BIO / 의료AI:2
명인제약,BIO / 의료AI,2,2,1.000,2025-10-14,BIO / 의료AI:2
모나리자,개별주,2,2,1.000,2026-03-27,개별주:2
모바일어플라이언스,로봇,2,2,1.000,2026-01-07,로봇:2
모티브링크,이차전지,5,2,0.400,2026-03-31,이차전지:2; 개별주:1; 로봇:1; 美 - 관세:1
문배철강,전력 / 에너지,3,2,0.667,2026-04-28,전력 / 에너지:2; 중동전쟁 / 원자재:1
미래컴퍼니,로봇,2,2,1.000,2025-12-03,로봇:2
미스터블루,개별주,3,2,0.667,2026-01-02,개별주:2; IP / 엔터:1
민테크,개별주,3,2,0.667,2026-05-11,개별주:2; 이차전지:1
바이오스마트,개별주,3,2,0.667,2026-02-02,개별주:2; 정치:1
